timestamp,open,high,low,close,volume,trade_count,vwap
2017-11-13 05:00:00+00:00,173.51,174.5,173.4,173.97,17009480.0,113812.0,174.031218
2017-11-14 05:00:00+00:00,173.04,173.48,171.18,171.34,24782946.0,154293.0,172.233234
2017-11-15 05:00:00+00:00,169.97,170.3197,168.38,169.08,29288515.0,175240.0,169.358127
2017-11-16 05:00:00+00:00,171.18,171.87,170.3,171.1,23638473.0,133303.0,171.193524
2017-11-17 05:00:00+00:00,171.04,171.39,169.64,170.15,21900015.0,130140.0,170.393943
2017-11-20 05:00:00+00:00,170.29,170.56,169.56,169.98,16262789.0,95572.0,170.000606
2017-11-21 05:00:00+00:00,170.78,173.7,170.78,173.14,25131295.0,137407.0,172.945834
2017-11-22 05:00:00+00:00,173.36,175.0,173.05,174.96,25589080.0,130437.0,174.322524
2017-11-24 05:00:00+00:00,175.1,175.5,174.6459,174.97,14446088.0,64847.0,175.096149
2017-11-27 05:00:00+00:00,175.05,175.08,173.34,174.09,20966823.0,118217.0,174.270338
2017-11-28 05:00:00+00:00,174.3,174.87,171.86,173.07,26429128.0,140184.0,173.226184
2017-11-29 05:00:00+00:00,172.63,172.92,167.16,169.48,41741463.0,285317.0,169.417131
2017-11-30 05:00:00+00:00,170.43,172.14,168.44,171.85,41580532.0,194002.0,171.164575
2017-12-01 05:00:00+00:00,169.95,171.67,168.5,171.05,39759533.0,230319.0,170.496876
2017-12-04 05:00:00+00:00,172.49,172.62,169.63,169.8,32570104.0,208566.0,170.958158
2017-12-05 05:00:00+00:00,169.06,171.52,168.4,169.64,27650864.0,172743.0,170.227858
2017-12-06 05:00:00+00:00,167.49,170.2047,166.46,169.01,28591156.0,179984.0,168.99091
2017-12-07 05:00:00+00:00,169.03,170.44,168.91,169.452,25673562.0,161097.0,169.620683
2017-12-08 05:00:00+00:00,170.49,171.0,168.82,169.37,23355763.0,130253.0,169.762219
2017-12-11 05:00:00+00:00,169.2,172.89,168.79,172.67,35273794.0,177590.0,171.876073
2017-12-12 05:00:00+00:00,172.15,172.39,171.461,171.7,19478927.0,129481.0,171.898497
2017-12-13 05:00:00+00:00,172.6,173.54,172.0,172.27,23818578.0,137312.0,172.754097
2017-12-14 05:00:00+00:00,172.4,173.13,171.65,172.22,20776568.0,138965.0,172.286947
2017-12-15 05:00:00+00:00,173.63,174.17,172.46,173.87,40463368.0,155583.0,173.552051
2017-12-18 05:00:00+00:00,174.88,177.2,174.86,176.42,29429210.0,163235.0,176.391283
2017-12-19 05:00:00+00:00,175.03,175.39,174.09,174.54,27450657.0,166256.0,174.622437
2017-12-20 05:00:00+00:00,174.87,175.42,173.25,174.35,23475679.0,142781.0,174.253211
2017-12-21 05:00:00+00:00,174.17,176.02,174.1,175.01,20950319.0,117957.0,175.232624
2017-12-22 05:00:00+00:00,174.68,175.424,174.5,175.01,16360307.0,97114.0,175.03523
2017-12-26 05:00:00+00:00,170.8,171.47,169.679,170.57,33187214.0,222442.0,170.45528
2017-12-27 05:00:00+00:00,170.1,170.78,169.71,170.6,22470022.0,134253.0,170.282224
2017-12-28 05:00:00+00:00,171.0,171.85,170.48,171.08,16480520.0,106302.0,171.156638
2017-12-29 05:00:00+00:00,170.52,170.59,169.22,169.23,26000896.0,144384.0,169.755876
2018-01-02 05:00:00+00:00,170.16,172.3,169.26,172.26,25556124.0,177088.0,171.347907
2018-01-03 05:00:00+00:00,172.53,174.55,171.96,172.23,29783687.0,188339.0,173.105805
2018-01-04 05:00:00+00:00,172.54,173.47,172.08,173.03,22436716.0,153153.0,172.989213
2018-01-05 05:00:00+00:00,173.44,175.37,173.05,175.0,23665589.0,152179.0,174.692999
2018-01-08 05:00:00+00:00,174.35,175.61,173.93,174.35,20568044.0,138847.0,174.632319
2018-01-09 05:00:00+00:00,174.55,175.06,173.41,174.33,21584656.0,154010.0,174.321019
2018-01-10 05:00:00+00:00,173.16,174.3,173.0,174.29,23981555.0,151207.0,173.650211
2018-01-11 05:00:00+00:00,174.59,175.4886,174.49,175.28,18667826.0,117867.0,175.157746
2018-01-12 05:00:00+00:00,176.07,177.36,175.65,177.09,25415889.0,151956.0,176.734332
2018-01-16 05:00:00+00:00,177.9,179.39,176.14,176.19,29600422.0,195541.0,177.471709
2018-01-17 05:00:00+00:00,176.15,179.25,175.07,179.1,34389092.0,218165.0,177.310606
2018-01-18 05:00:00+00:00,179.37,180.1,178.25,179.26,31194439.0,185125.0,179.381845
2018-01-19 05:00:00+00:00,178.61,179.58,177.41,178.46,32425271.0,160571.0,178.439511
2018-01-22 05:00:00+00:00,177.3,177.78,176.6016,177.0,27111408.0,163851.0,177.123556
2018-01-23 05:00:00+00:00,177.3,179.44,176.82,177.04,32787687.0,211202.0,177.959361
2018-01-24 05:00:00+00:00,177.25,177.3,173.2,174.22,51443341.0,326254.0,174.823295
2018-01-25 05:00:00+00:00,174.505,174.95,170.53,171.11,41529137.0,293745.0,172.244544
2018-01-26 05:00:00+00:00,172.0,172.0,170.06,171.51,39144077.0,243621.0,171.086429
2018-01-29 05:00:00+00:00,170.16,170.16,167.07,167.96,50651205.0,336856.0,168.353992
2018-01-30 05:00:00+00:00,165.525,167.37,164.7,166.97,46051427.0,336721.0,166.298258
2018-01-31 05:00:00+00:00,166.87,168.4417,166.5,167.43,32479360.0,225338.0,167.327503
2018-02-01 05:00:00+00:00,167.19,168.62,166.76,167.78,47417192.0,309302.0,167.975035
2018-02-02 05:00:00+00:00,166.0,166.8,160.1,160.37,87019680.0,604137.0,162.950959
2018-02-05 05:00:00+00:00,159.1,163.88,156.0,156.49,72762687.0,528529.0,160.435036
2018-02-06 05:00:00+00:00,154.83,163.72,154.0,163.03,68280887.0,507007.0,159.651794
2018-02-07 05:00:00+00:00,163.085,163.4,159.0685,159.54,52358784.0,341993.0,161.123784
2018-02-08 05:00:00+00:00,160.29,161.0,155.03,155.15,54874653.0,355278.0,158.883579
2018-02-09 05:00:00+00:00,157.07,157.89,150.24,156.41,71597485.0,442049.0,154.948488
2018-02-12 05:00:00+00:00,158.5,163.89,157.51,162.71,61819830.0,362868.0,161.60119
2018-02-13 05:00:00+00:00,161.95,164.75,161.65,164.34,32568147.0,219160.0,163.392078
2018-02-14 05:00:00+00:00,163.045,167.54,162.88,167.37,40645476.0,270799.0,165.618124
2018-02-15 05:00:00+00:00,169.79,173.09,169.0,172.99,51147238.0,332581.0,171.515462
2018-02-16 05:00:00+00:00,172.36,174.82,171.77,172.43,40182291.0,255882.0,173.446736
2018-02-20 05:00:00+00:00,172.05,174.26,171.42,171.85,33933720.0,232826.0,172.905062
2018-02-21 05:00:00+00:00,172.83,174.12,171.01,171.07,37474473.0,246559.0,172.870452
2018-02-22 05:00:00+00:00,171.8,173.95,171.71,172.6,31011759.0,213689.0,172.939718
2018-02-23 05:00:00+00:00,173.78,175.65,173.54,175.555,33812787.0,215226.0,174.688004
2018-02-26 05:00:00+00:00,176.35,179.39,176.21,178.97,38173376.0,248928.0,178.398353
2018-02-27 05:00:00+00:00,179.1,180.48,178.16,178.39,38936275.0,259222.0,179.284593
2018-02-28 05:00:00+00:00,179.26,180.615,178.05,178.12,37782077.0,195754.0,179.199053
2018-03-01 05:00:00+00:00,178.54,179.775,172.66,175.0,48804012.0,345196.0,176.091702
2018-03-02 05:00:00+00:00,172.8,176.3,172.45,176.21,38454050.0,249160.0,174.769477
2018-03-05 05:00:00+00:00,175.21,177.74,174.52,176.82,28406611.0,183246.0,176.55526
2018-03-06 05:00:00+00:00,177.91,178.25,176.13,176.67,23796733.0,167013.0,177.018794
2018-03-07 05:00:00+00:00,174.94,175.85,174.27,175.03,31703487.0,206267.0,175.083144
2018-03-08 05:00:00+00:00,175.48,177.12,175.07,176.94,24902884.0,156528.0,176.238797
2018-03-09 05:00:00+00:00,177.96,180.0,177.39,179.98,32185512.0,204162.0,179.180639
2018-03-12 04:00:00+00:00,180.29,182.39,180.21,181.72,32207364.0,195343.0,181.665391
2018-03-13 04:00:00+00:00,182.59,183.5,179.24,179.97,31754796.0,216672.0,181.567548
2018-03-14 04:00:00+00:00,180.32,180.52,177.81,178.44,29368356.0,211948.0,178.789199
2018-03-15 04:00:00+00:00,178.5,180.24,178.0701,178.65,22743798.0,151401.0,179.073191
2018-03-16 04:00:00+00:00,178.65,179.12,177.62,178.02,39486310.0,142734.0,178.310432
2018-03-19 04:00:00+00:00,177.32,177.47,173.66,175.3,33452253.0,245572.0,175.267752
2018-03-20 04:00:00+00:00,175.24,176.8,174.94,175.24,19651107.0,135304.0,175.733811
2018-03-21 04:00:00+00:00,175.04,175.09,171.26,171.27,37055152.0,238351.0,173.08762
2018-03-22 04:00:00+00:00,170.0,172.68,168.6,168.845,41493879.0,289764.0,170.19694
2018-03-23 04:00:00+00:00,168.39,169.92,164.94,164.94,41028966.0,284670.0,167.548254
2018-03-26 04:00:00+00:00,168.06,173.1,166.44,172.77,37541736.0,232077.0,170.050591
2018-03-27 04:00:00+00:00,173.68,175.15,166.92,168.34,40923385.0,276951.0,171.395108
2018-03-28 04:00:00+00:00,167.25,170.02,165.19,166.48,43734295.0,305622.0,167.231728
2018-03-29 04:00:00+00:00,167.805,171.75,166.9,167.78,38572074.0,219101.0,169.158209
2018-04-02 04:00:00+00:00,167.88,168.94,164.47,166.68,37696719.0,291911.0,166.360883
2018-04-03 04:00:00+00:00,167.64,168.7455,164.88,168.39,30279470.0,208593.0,166.937349
2018-04-04 04:00:00+00:00,164.88,172.01,164.77,171.61,34605489.0,240829.0,169.256333
2018-04-05 04:00:00+00:00,172.58,174.2304,172.08,172.8,26933298.0,189685.0,173.221157
2018-04-06 04:00:00+00:00,170.95,172.48,168.2,168.38,35006481.0,251952.0,169.828996
2018-04-09 04:00:00+00:00,169.88,173.09,169.845,170.05,29017712.0,199534.0,171.48174
2018-04-10 04:00:00+00:00,173.0,174.0,171.53,173.25,28634708.0,202125.0,173.030776
2018-04-11 04:00:00+00:00,172.23,173.9232,171.7,172.44,22431883.0,157149.0,172.739398
2018-04-12 04:00:00+00:00,173.41,175.0,173.04,174.14,22889285.0,151617.0,174.367087
2018-04-13 04:00:00+00:00,174.78,175.84,173.85,174.64,25127526.0,156694.0,174.861677
2018-04-16 04:00:00+00:00,175.0301,176.19,174.8301,175.82,21579320.0,155498.0,175.646643
2018-04-17 04:00:00+00:00,176.49,178.9365,176.41,178.24,26605711.0,168081.0,177.876089
2018-04-18 04:00:00+00:00,177.81,178.82,176.88,177.84,20757396.0,136339.0,177.949113
2018-04-19 04:00:00+00:00,174.96,175.39,172.66,172.8,34822915.0,230448.0,173.639715
2018-04-20 04:00:00+00:00,170.595,171.2184,165.43,165.72,65552591.0,402201.0,167.067748
2018-04-23 04:00:00+00:00,166.8348,166.92,164.09,165.24,36542216.0,238213.0,165.586598
2018-04-24 04:00:00+00:00,165.67,166.33,161.2201,162.94,33695538.0,258898.0,163.622161
2018-04-25 04:00:00+00:00,162.62,165.42,162.41,163.65,28381641.0,204091.0,164.211935
2018-04-26 04:00:00+00:00,164.12,165.73,163.37,164.22,27973944.0,195097.0,164.422663
2018-04-27 04:00:00+00:00,164.0,164.33,160.63,162.32,35656149.0,253204.0,162.288726
2018-04-30 04:00:00+00:00,162.1302,167.26,161.84,165.26,42429085.0,264806.0,165.517753
2018-05-01 04:00:00+00:00,166.4102,169.2,165.27,169.1,53569474.0,353863.0,169.130276
2018-05-02 04:00:00+00:00,175.225,177.75,173.8,176.57,66851451.0,437602.0,176.126868
2018-05-03 04:00:00+00:00,175.88,177.5,174.4411,176.89,34068446.0,246062.0,176.100682
2018-05-04 04:00:00+00:00,178.25,184.25,178.17,183.83,56204195.0,370771.0,182.554203
2018-05-07 04:00:00+00:00,185.18,187.67,184.75,185.16,42613114.0,267449.0,186.2169
2018-05-08 04:00:00+00:00,184.99,186.22,183.665,186.05,28403471.0,180010.0,185.284681
2018-05-09 04:00:00+00:00,186.55,187.4,185.22,187.36,23211548.0,161106.0,186.448204
2018-05-10 04:00:00+00:00,187.74,190.37,187.65,190.04,27989289.0,185513.0,189.359497
2018-05-11 04:00:00+00:00,189.49,190.06,187.45,188.59,26314139.0,157658.0,188.766628
2018-05-14 04:00:00+00:00,189.01,189.53,187.86,188.15,20779104.0,127761.0,188.632895
2018-05-15 04:00:00+00:00,186.78,187.07,185.1,186.44,23695264.0,171235.0,186.136864
2018-05-16 04:00:00+00:00,186.07,188.46,186.0,188.18,19183064.0,126071.0,187.665781
2018-05-17 04:00:00+00:00,188.0,188.91,186.36,186.99,17370387.0,116034.0,187.591673
2018-05-18 04:00:00+00:00,187.19,187.8102,186.13,186.31,18298407.0,116592.0,186.921078
2018-05-21 04:00:00+00:00,188.0,189.27,186.9106,187.63,18402172.0,129167.0,188.082767
2018-05-22 04:00:00+00:00,188.375,188.88,186.78,187.28,15240704.0,104401.0,187.561585
2018-05-23 04:00:00+00:00,186.35,188.5,185.76,188.36,20058415.0,137623.0,187.163938
2018-05-24 04:00:00+00:00,188.77,188.84,186.21,188.15,23233975.0,132054.0,187.877837
2018-05-25 04:00:00+00:00,188.23,189.65,187.65,188.58,17506468.0,122855.0,188.877784
2018-05-29 04:00:00+00:00,187.68,188.75,186.87,187.9,22514200.0,161045.0,187.691749
2018-05-30 04:00:00+00:00,187.72,188.0,186.78,187.5,18690665.0,132234.0,187.307942
2018-05-31 04:00:00+00:00,187.22,188.23,186.14,186.87,27482796.0,151559.0,187.129048
2018-06-01 04:00:00+00:00,187.9912,190.26,187.75,190.24,23442777.0,160825.0,189.515683
2018-06-04 04:00:00+00:00,191.635,193.42,191.35,191.83,26266209.0,181278.0,192.23341
2018-06-05 04:00:00+00:00,193.065,193.94,192.36,193.31,21669240.0,149333.0,193.21199
2018-06-06 04:00:00+00:00,193.63,194.08,191.92,193.98,21133620.0,132990.0,193.276515
2018-06-07 04:00:00+00:00,194.14,194.2,192.335,193.46,21353351.0,142646.0,193.322779
2018-06-08 04:00:00+00:00,191.17,192.0,189.77,191.7,26657414.0,176202.0,190.95987
2018-06-11 04:00:00+00:00,191.35,191.97,190.21,191.23,18308687.0,132602.0,191.204392
2018-06-12 04:00:00+00:00,191.385,192.611,191.15,192.28,16911141.0,118184.0,191.803993
2018-06-13 04:00:00+00:00,192.42,192.88,190.44,190.7,21738553.0,138321.0,191.56863
2018-06-14 04:00:00+00:00,191.55,191.57,190.22,190.8,21610214.0,143598.0,190.905785
2018-06-15 04:00:00+00:00,190.03,190.16,188.26,188.84,62014858.0,210550.0,189.059478
2018-06-18 04:00:00+00:00,187.88,189.22,187.2,188.74,18485025.0,134391.0,188.620093
2018-06-19 04:00:00+00:00,185.14,186.33,183.45,185.69,33690869.0,232343.0,185.287442
2018-06-20 04:00:00+00:00,186.35,187.2,185.73,186.5,20628959.0,145670.0,186.523151
2018-06-21 04:00:00+00:00,187.25,188.35,184.94,185.46,25842164.0,157836.0,186.019066
2018-06-22 04:00:00+00:00,186.12,186.15,184.7,184.92,27289655.0,124482.0,185.237348
2018-06-25 04:00:00+00:00,183.4,184.92,180.73,182.17,31664156.0,241963.0,182.360061
2018-06-26 04:00:00+00:00,182.99,186.53,182.54,184.43,24711950.0,169650.0,184.747177
2018-06-27 04:00:00+00:00,185.2278,187.28,184.03,184.16,25285683.0,179718.0,185.484829
2018-06-28 04:00:00+00:00,184.1,186.21,183.8,185.5,17371749.0,145462.0,185.150353
2018-06-29 04:00:00+00:00,186.29,187.19,182.91,185.11,22737766.0,141205.0,185.876577
2018-07-02 04:00:00+00:00,183.82,187.3,183.42,187.18,17731443.0,137101.0,186.246982
2018-07-03 04:00:00+00:00,187.79,187.95,183.54,183.92,13954806.0,100904.0,185.846312
2018-07-05 04:00:00+00:00,185.26,186.41,184.28,185.4,16604280.0,131304.0,185.483965
2018-07-06 04:00:00+00:00,185.42,188.434,185.2,187.97,17485501.0,137781.0,187.357527
2018-07-09 04:00:00+00:00,189.5,190.68,189.3,190.58,19757436.0,141807.0,190.219887
2018-07-10 04:00:00+00:00,190.71,191.28,190.1801,190.35,15939179.0,120126.0,190.649525
2018-07-11 04:00:00+00:00,188.5,189.7799,187.61,187.88,18834933.0,136557.0,188.350188
2018-07-12 04:00:00+00:00,189.53,191.41,189.31,191.11,18041411.0,132655.0,190.671783
2018-07-13 04:00:00+00:00,191.08,191.84,190.9,191.33,12519792.0,93741.0,191.430174
2018-07-16 04:00:00+00:00,191.52,192.65,190.415,190.91,15057694.0,103717.0,191.25653
2018-07-17 04:00:00+00:00,189.75,191.87,189.2,191.45,15535690.0,119538.0,190.923557
2018-07-18 04:00:00+00:00,191.78,191.8,189.93,190.4,16393438.0,112845.0,190.39482
2018-07-19 04:00:00+00:00,189.69,192.55,189.69,191.88,20578450.0,137852.0,191.81006
2018-07-20 04:00:00+00:00,191.78,192.43,190.17,191.44,20706630.0,119867.0,191.557748
2018-07-23 04:00:00+00:00,190.68,191.96,189.56,191.61,16002206.0,114795.0,190.921081
2018-07-24 04:00:00+00:00,192.45,193.6601,192.05,193.0,18697948.0,145010.0,192.842644
2018-07-25 04:00:00+00:00,193.0602,194.85,192.43,194.82,16833419.0,137928.0,193.757777
2018-07-26 04:00:00+00:00,194.61,195.96,193.61,194.21,19076042.0,151389.0,194.713608
2018-07-27 04:00:00+00:00,194.99,195.19,190.1,190.98,24024043.0,195054.0,192.199659
2018-07-30 04:00:00+00:00,191.9,192.2,189.07,189.91,21029640.0,171103.0,190.00887
2018-07-31 04:00:00+00:00,190.3,192.14,189.34,190.29,39403697.0,293161.0,191.71894
2018-08-01 04:00:00+00:00,199.13,201.76,197.31,201.5,67936395.0,459456.0,199.927513
2018-08-02 04:00:00+00:00,200.58,208.38,200.35,207.39,62415360.0,448715.0,205.859616
2018-08-03 04:00:00+00:00,207.03,208.74,205.4803,207.99,33460574.0,247604.0,207.335667
2018-08-06 04:00:00+00:00,208.0,209.25,207.07,209.07,25425420.0,171201.0,208.497264
2018-08-07 04:00:00+00:00,209.32,209.5,206.76,207.11,25587581.0,198999.0,207.593617
2018-08-08 04:00:00+00:00,206.05,207.81,204.52,207.25,22525833.0,166926.0,206.798823
2018-08-09 04:00:00+00:00,207.28,209.78,207.2,208.88,23493228.0,162253.0,209.078071
2018-08-10 04:00:00+00:00,207.36,209.1,206.67,207.53,24901427.0,182725.0,207.900612
2018-08-13 04:00:00+00:00,207.7,210.952,207.7,208.87,25891930.0,213857.0,209.57438
2018-08-14 04:00:00+00:00,210.155,210.56,208.26,209.75,20749520.0,152904.0,209.492823
2018-08-15 04:00:00+00:00,209.22,210.74,208.33,210.24,28807716.0,243021.0,209.418175
2018-08-16 04:00:00+00:00,211.75,213.8121,211.47,213.32,28500896.0,197183.0,213.020067
2018-08-17 04:00:00+00:00,213.44,217.95,213.16,217.58,35427052.0,260636.0,216.059425
2018-08-20 04:00:00+00:00,218.1,219.18,215.11,215.46,30398241.0,216773.0,216.469082
2018-08-21 04:00:00+00:00,216.8,217.19,214.025,215.04,26160673.0,198235.0,215.620674
2018-08-22 04:00:00+00:00,214.1,216.36,213.84,215.05,19019291.0,141373.0,215.185235
2018-08-23 04:00:00+00:00,214.65,217.05,214.6,215.49,18889335.0,143273.0,215.955837
2018-08-24 04:00:00+00:00,216.6,216.9,215.11,216.16,18476361.0,135718.0,216.082736
2018-08-27 04:00:00+00:00,217.15,218.74,216.33,217.94,20525692.0,168327.0,217.790863
2018-08-28 04:00:00+00:00,219.01,220.54,218.92,219.7,22777008.0,178904.0,219.698906
2018-08-29 04:00:00+00:00,220.15,223.49,219.41,222.98,27256552.0,216651.0,221.83669
